year,source id,target id
2001,107246,3082
2001,11083,9403070
2000,9175,9812089
2000,12223,9608091
2000,8196,9601044
2001,101174,9612138
2000,1051,9903215
2000,3110,9808080
2000,4015,2211
2000,10045,9707068
2000,9912133,9803014
2001,110055,9303016
2000,7215,6236
2001,107042,9127
2001,103248,9905210
2001,103077,9906064
2000,6122,9510017
2000,2228,2054
2001,105115,12198
2001,101126,9709132
2000,2107,9904182
2000,11282,5026
2000,11026,9710047
2000,9211,9906182
2000,3150,9803075
2001,112188,9138
2001,106068,106027
2000,7007,9711200
2000,1011,9712072
2001,112038,1100
2001,104132,9507121
2001,104242,8158
2001,110034,9905156
2001,10110,9605033
2001,1216,9912226
2001,107009,9704131
2001,107002,9411198
2000,1018,9701042
2001,110054,12069
2001,112100,9805125
2000,10168,9905079
2001,111002,9801020
2000,12050,9712049
2000,2049,9710101
2000,10280,9804096
2001,108150,12251
2000,9912036,9711162
2000,7018,9911161
2001,9707114,9604022
2000,3038,9711200
2001,102080,9910053
2001,103114,9312104
2001,108045,104097
2000,11041,9903026
2001,111238,110007
2000,2230,9906030
2000,7231,9602064
2000,11054,8073
2000,9056,7060
2001,108141,9212088
2000,9911062,9712251
2000,2051,9712080
2000,1125,9603087
2000,8140,9902173
2001,111100,9406170
2000,5258,9206007
2000,5162,9511080
2001,111290,9803002
2000,8230,3263
2001,103233,9806120
2000,5105,9909062
2001,12061,9308091
2001,103111,7200
2001,10255,9607163
2000,7097,9812031
2001,107151,9712193
2001,105066,9510225
2000,11271,9507121
2001,101125,12210
2001,104139,9511030
2001,102027,9906166
2001,110293,9204083
2001,111104,3059
2000,9010,5025
2000,5151,9201020
2000,8112,7120
2000,2087,9406132
2000,2002,9703217
2001,107038,9302040
2001,106094,9196
2001,108118,9211059
2000,12142,6112
2001,101120,9409064
2001,102007,2084
2001,108231,9705120
2001,110213,9203018
2001,105024,1084
2000,12032,9302109
2000,9228,9705044
2000,12102,4166
2000,3205,9803001
2001,11149,9709027
2000,9141,7106
2001,109019,9602114
2000,9054,9705139
2001,105115,2237
2001,109137,9602087
2000,11227,9911115
2001,109212,9501059
2001,108126,3298
2001,4017,2007
2000,10193,9911055
2001,102007,9802067
2000,10034,9902105
2000,2172,2160
2001,109162,101159
2001,106038,9703031
2000,3041,9711181
2000,6112,9902171
2001,11241,9153
2000,10077,9410158
2001,107110,9703109
2001,107184,9811213
2001,105088,104181
2000,2086,9909215
2001,11251,9812031
2000,7114,9908142
2000,7235,7078
2001,108001,9908040
2000,5256,9708042
2001,108094,9511108
2001,12193,10088
2000,4068,9910053
2001,104119,12023
2001,106201,9902058
2000,3102,9904073
2000,6056,2090
2001,103221,9612194
2001,109162,9908142
2001,11169,9911072
2001,105168,9904207
2000,10275,2084
2000,10261,9512173
2000,10001,9803044
2001,112125,9310095
2000,11197,9607151
2000,3280,9907155
2000,11192,3085
2000,2215,9710119
2001,112118,105097
2001,108185,9712214
2001,109194,103239
2001,104215,9806051
2000,10282,9605053
2000,11107,7145
2000,2097,9705197
2000,3022,9912161
2001,110286,9911165
2000,2165,9711200
2000,2149,9812071
2001,104003,9410149
2001,105087,6145
2001,111212,104238
2000,10223,9906242
2001,110200,109019
2000,5275,9411057
2001,102110,9705058
2000,10166,3253
2000,7191,9411149
2000,1213,9809032
2000,4206,9912018
2001,103235,6222
2000,9180,9507150
2000,4107,9812034
2001,111260,107160
2000,3256,9905012
2000,8019,9804163
2001,107031,9908047
2000,10022,9510161
2001,110055,9602030
2001,106048,9909081
2000,11248,9207001
2001,102110,9510227
2001,101144,9910110
2000,2171,9912094
2001,107018,9911218
2000,1144,9711162
2001,110171,9702180
2001,110174,9907107
2000,2086,9712115
2000,9709189,9503171
2000,3020,9912233
2001,109063,9805139
2000,7252,1033
2000,12129,4093
2001,105070,103108
2000,11107,9403183
2001,108158,9903077
2001,109154,9907075
2001,103142,5148
2000,8130,9906194
2001,103079,9303067
2001,101042,6093
2000,2240,9805190
2001,110115,11130
2000,2103,9907086
2000,5026,9908134
2000,11038,9911041
2000,5049,9705169
2001,105207,9905111
2000,9127,4005
2001,104150,102207
2000,3242,9912188
2000,4206,9911165
2000,3176,9912075
2001,106249,5151
2000,11033,10021
2000,2111,9906226
2001,112153,6013
2001,108238,7126
2001,12195,9907206
2001,105038,9601078
2001,109180,101027
2000,3128,9306132
2000,11081,9604034
2001,101031,9708011
2000,3068,9805217
2000,8083,2075
2001,111008,105070
2001,107222,9710078
2001,110136,3031
2001,105214,10127
2000,3278,9402113
2000,8203,9511116
2001,107116,9401025
2000,4080,9911169
2000,7035,9611173
2000,2157,9711106
2000,1028,9712195
2001,106201,9210065
2000,3064,9902157
2001,103104,2003
2001,101174,9609233
2000,5013,9905210
2001,110054,106133
2000,12219,9301029
2000,11175,9902113
2000,12097,9911161
2000,6024,9604166
2001,108193,3162
2000,11292,9905104
2000,10222,5049
2000,12264,9608070
2000,9911034,9708073
2000,2160,9902125
2001,111289,5158
2000,9909148,9905037
2000,2008,9808020
2001,104112,6085
2001,110055,9905006
2000,2230,9805114
2000,2118,9912082
2000,6219,4147
2001,104258,9810139
2000,10179,9601038
2000,9909061,9610107
2000,7231,9602077
2000,5176,9910138
2001,109084,102212
2000,5250,9909197
2000,9189,9904207
2001,110108,9802109
2000,10122,9908142
2000,7007,9812252
2001,108201,3037
2001,102184,8140
2001,106038,10222
2001,111238,9409089
2001,109163,9312179
2001,102174,9805170
2001,102080,9608163
2001,109148,9909004
2000,3050,9803001
2001,104226,9912242
2000,2169,9901151
2000,6215,9602070
2001,112192,108010
2000,9911215,9807226
2000,4038,9810072
2000,7236,9810219
2001,105227,9906055
2000,9025,1123
2001,110034,105250
2001,107050,9604044
2001,111284,9504090
2001,103154,9511103
2000,8213,9711112
2000,5273,9705211
2000,6247,3242
2001,8004,9504095
2001,107244,9906064
2000,3233,9603142
2001,103033,9704089
2001,112226,9802109
2001,106184,9710226
2001,107166,105208
2001,111096,9506052
2001,105264,9904207
2000,4038,9908038
2001,101043,11193
2001,11251,9606139
2000,8177,7203
2001,110219,3187
2000,9089,9605170
2000,7049,9606061
2001,106205,9908142
2000,4198,9803194
2000,1068,9906103
2000,10041,9912229
2000,6141,9912133
2001,107130,104035
2000,10012,9912196
2000,9067,9912072
2000,1027,9612115
2000,8081,9902125
2001,111048,9609167
2000,12018,9909214
2001,104126,6047
2000,5008,9609219
2001,101136,9903224
2000,1049,9707068
2000,6141,9704044
2000,9067,9912075
2001,109099,4014
2001,105094,9610043
2001,103080,9802042
2000,6251,1113
2001,103098,9705084
2000,9032,4166
2001,103177,9510169
2000,7140,9911245
2001,106010,9402113
2000,7140,9803166
2001,110110,9303040
2000,7171,9611050
2001,109070,12054
2000,7109,9504081
2001,106148,105235
2000,6163,9707150
2000,6115,1192
2000,3237,2091
2001,109124,9604115
2000,8209,9609071
2001,112190,106186
2000,7170,9808182
2000,7195,9602114
2000,3285,2009
2000,11140,6112
2001,105160,105052
2000,6182,9804192
2001,106061,104026
2001,108129,9911148
2000,10280,9806022
2001,104106,9711162
2000,4121,9503083
2001,107113,103169
2001,102174,12080
2000,11001,9905085
2001,111070,3066
2000,11095,10016
2001,1057,9612095
2000,8091,9909120
2001,103069,6235
2001,109210,9911129
2001,104189,9510201
2000,7039,9907209
2000,9910108,9712072
2000,7067,9910053
2001,106179,105203
2000,7078,9805170
2001,103071,6046
2000,9175,1209
2001,103191,12236
2000,1184,9807218
2000,12265,10121
2001,110055,9601007
2000,3261,9704054
2000,6069,9602070
2001,106180,10101
2001,12247,9171
2001,5184,9607201
2001,111141,9502010
2000,3269,9603142
2001,111048,103223
2000,8125,9704021
2000,5067,5029
2001,102033,9706109
2001,111258,9808055
2000,3032,9803252
2001,112132,110109
2001,107087,9910052
2000,4120,9210021
2000,9906235,9505039
2000,10221,5031
2001,112140,101073
2001,10098,10099
2000,6247,9707019
2001,106210,9512216
2001,110099,9406067
2000,11079,12054
2000,1002,9909058
2000,8154,9810188
2001,104098,9502032
2000,9249,9410078
2000,3184,9606143
2001,102009,9804051
2001,11290,9175
2000,5147,9707162
2001,12143,9910149
2001,110107,8001
2000,12131,9611230
2001,108183,108185
2001,102128,5049
2001,102063,9311177
2000,4040,9711002
2001,12180,8076
2000,9908046,9410209
2000,9910054,9805220
2000,9908189,9806024
2001,105047,9807200
2001,105129,9912274
2000,6006,9509098
2001,102151,7011
2000,9147,5026
2000,3291,9905111
2000,5099,9910171
2001,107005,9710101
2000,7176,6071
2001,101104,9904071
2000,9234,9904005
2000,9911202,9802109
2000,8203,9711162
2001,9165,9310043
2001,111118,102194
2000,9909061,9503142
2000,3086,6204
2000,11107,9603167
2001,101035,9912146
2000,3231,2090
2001,102173,9808185
2000,2040,9909130
2001,111122,102137
2001,104167,9612017
2000,3075,9910053
2000,3169,9912066
2000,1206,9905210
2000,6030,4109
2001,105229,12041
2001,105319,102112
2001,101091,9912287
2001,103103,9904207
2000,4102,9811047
2001,105123,12149
2000,5208,9912075
2000,1149,9701127
2001,109150,106004
2000,7018,9902208
2001,10163,4160
2000,1083,9504027
2000,6222,9506101
2000,9912288,9911193
2000,4070,9707224
2001,101213,4106
2001,112227,9808032
2001,12145,4147
2000,1182,9908142
2001,10014,9908047
2000,6236,6013
2000,10107,9510144
2001,12143,9910174
2000,9909061,9702201
2001,112059,102043
2000,8225,9601162
2000,8226,9604035
2000,10002,9606112
2001,9907171,9605220
2000,4090,9812161
2001,107234,9910065
2001,104173,9905159
2001,107166,9806044
2001,107038,9508021
2001,106088,9908142
2001,111231,9912001
2001,102202,9603133
2000,3100,9608061
2001,107068,5273
2001,105102,9607227
2001,105286,9507020
2000,1071,9912053
2001,110288,101218
2000,8118,5059
2000,2131,9711162
2000,1213,9907166
2001,105296,9811084
2001,103111,9909047
2000,5246,9802150
2001,102173,9805170
2000,9090,9711165
2000,3215,9604041
2000,7043,9908056
2001,111281,108150
2001,108020,103067
2001,102207,8041
2001,104174,102144
2000,5032,9602070
2001,101210,9605136
2001,110123,110108
2001,105077,11008
2000,2030,9902197
2001,101060,9906064
2001,111005,9906192
2000,3266,9405029
2001,108183,9606087
2001,112009,110265
2001,104016,5182
2000,9911040,9909047
2001,101027,2164
2000,12192,9402073
2001,107143,7024
2001,109070,9908141
2000,2116,9805105
2000,9912133,9609145
2001,112125,9409068
2001,103170,9710065
2000,3023,9602022
2000,2138,9912293
2001,105311,11099
2001,101011,3064
2000,8055,9909048
2001,112230,9807069
2001,107081,9803141
2001,111290,9802109
2001,109065,3218
2000,11254,6007
2000,10017,9509151
2001,111154,2223
2001,107067,106184
2001,108145,9705047
2000,5105,9908144
2001,112012,7124
2001,108002,9605003
2001,109044,9208027
2001,101069,9911153
2001,104031,6112
2001,112182,9408073
2001,108172,106058
2000,4151,9905111
2000,11115,9802109
2001,105094,5204
2000,5265,9510135
2001,111160,6062
2000,8233,9807236
2001,101169,9906127
2001,109192,9175
2001,101191,9310042
2000,9202,9209118
2000,11017,5247
2001,107178,9910053
2001,112040,9704043
2000,2230,9903238
2001,105197,9905011
2001,105217,105200
2001,105155,12054
2001,111216,9304057
2000,7137,9711162
2001,107084,9808041
2000,2009,9607122
2000,11197,9507008
2001,102155,9804095
2001,12062,9606149
2001,112202,9191
2000,2043,9607224
2000,5004,9407147
2000,11279,11193
2000,3103,2099
2001,109162,105242
2001,105005,2170
2000,4098,9603123
2001,110114,5210
2001,108205,10010
2000,8167,9507135
2001,107096,9711002
2001,107167,2190
2001,101213,3122
2001,102202,9311183
2000,11101,9907178
2000,6119,2158
2000,1185,9207040
2000,3136,9911161
2000,3116,9906194
2000,12263,9702202
2001,101152,9302035
2001,102135,9607163
2001,112081,9908142
2000,10251,9902102
2001,106159,101219
2001,110274,9611050
2000,9053,9403132
2000,8102,7205
2001,105076,9148
2000,5119,1184
2000,2176,9912015
2001,104061,11033
2001,107126,8192
2000,8108,9912072
2001,104100,9309110
2001,101122,9709058
2000,9904004,9712108
2000,9909164,9901122
2001,105096,9903269
2001,106187,12210
2001,109209,9911137
2000,8054,3076
2001,110051,9506117
2000,7250,9903109
2001,105254,9908160
2000,2118,9909035
2001,10088,9707224
2001,110034,8076
2000,10130,9901128
2000,3042,9902155
2000,4063,9904017
2000,4202,9704101
2000,6179,9405187
2001,112116,9608096
2001,111064,2186
2000,1122,9602135
2001,9906036,9202069
2000,2100,9511164
2000,3179,9409089
2001,108040,9706062
2000,8067,9408046
2001,108128,9704098
2001,103129,9601047
2000,4057,4028
2001,107090,11073
2000,4031,9604195
2000,9087,5127
2000,7141,9510177
2001,104021,9803031
2001,105122,102073
2001,103187,11182
2000,1136,9704210
2000,3109,9911015
2001,108174,9510161
2001,108043,9905195
2000,12121,9906064
2001,101017,2010
2000,4188,9907066
2000,12046,9909089
2001,105160,9905111
2001,105075,9705220
2000,11032,9909061
2001,8205,3216
2000,7007,9911163
2001,101209,9810072
2000,11203,9902032
2001,108237,108073
2000,3027,9201057
2001,101216,9912072
2001,101038,7239
2000,3048,9902204
2001,110216,9911225
2000,2056,9903214
2000,2091,9802109
2001,110173,9804168
2000,11079,9711165
2001,103153,9702103
2001,104059,9902004
2001,10202,9909134
2000,7175,9511222
2001,11029,9805019
2001,110232,104124
2001,105284,3223
2001,107167,9706051
2000,12044,10232
2000,6189,9910170
2000,8042,5015
2001,103049,9902098
2001,108080,12011
2001,110256,6178
2001,107119,9711200
2000,10026,9912019
2000,11077,9603167
2000,11233,8205
2000,8226,9606165
2001,110174,9412147
2000,11283,9207016
2000,5162,9912012
2000,3200,9802129
2001,102192,8227
2000,6181,9809097
2001,106138,7046
2001,11149,9710033
2000,9028,2158
2001,106140,8111
2001,102080,6090
2000,8130,9908066
2000,8221,9904020
2001,8004,9608124
2000,10258,6171
2001,5184,9412184
2000,7170,9412184
2000,5256,2230
2001,101118,9508068
2000,12024,8132
2000,2057,9904017
2001,107204,9906064
2000,3032,9803002
2000,10093,9911055
2001,5184,9302044
2000,6049,9805133
2000,10036,9908187
2000,4158,9709109
2000,5210,9912072
2000,12157,12156
2001,110250,3061
2001,109222,9903077
2001,102140,9809168
2001,108135,9510209
2000,12263,9702077
2000,3189,9906135
2000,11175,9811220
2001,105087,9912050
2000,3035,9906096
2001,106177,7018
2000,9062,9805176
2000,9137,9610168
2001,111212,110164
2000,9912089,9811108
2001,111135,9802150
2000,7142,9308057
2000,7109,9903214
2000,9910220,9711200
2001,104169,9509132
2001,105320,8177
2001,104017,7078
2000,9911251,9711165
2000,4106,9909194
2000,11191,9801206
2000,2017,9711162
2001,108043,11033
2001,103110,9302136
2000,2066,9601023
2000,11171,4195
2001,111273,5011
2001,104189,9806117
2000,9910188,9304131
2000,11111,9022
2001,105284,11211
2001,105267,9912246
2001,110008,105252
2001,106116,9803002
2001,103005,9210091
2001,107115,11125
2001,105165,9611050
2000,9912204,9604129
2001,107038,4195
2000,5067,9905159
2001,103257,102013
2000,6185,9711007
2001,103006,2210
2001,102162,9905020
2001,106234,9908189
2001,108161,9701125
2000,5130,9212086
2001,109197,9907026
2001,102101,9912072
2001,106184,10252
2000,10023,9811258
2001,104235,9308129
2001,105108,11167
2001,112081,107200
2001,105035,7011
2001,105158,11045
2000,6234,9902113
2001,108229,9301042
2000,9912164,9506101
2000,1161,9409089
2000,11186,9809147
2000,2132,9910093
2000,5135,9905085
2000,4120,3264
2000,9016,9807137
2001,111145,8042
2000,11037,3137
2000,6092,9610219
2001,112038,7228
2000,9912155,9807226
2001,102056,6062
2001,109121,3012
2000,9064,6068
2000,5273,9507074
2000,2188,9207009
2001,103124,8075
2000,8068,9611050
2000,9912133,9505105
2001,103187,9905111
2001,101232,9906220
2000,9909190,9604074
2001,102202,9805170
2000,8029,9710136
2000,6163,9508113
2000,9057,2091
2000,11145,9804125
2001,103233,9909134
2000,3022,9611050
2001,103031,9711200
2000,1148,9605001
2000,5031,9901159
2000,6038,9805038
2000,5093,2150
2001,105175,10101
2000,5054,2126
2000,3245,9505035
2001,110293,103168
2001,106184,3075
2000,9911215,9711200
2000,12080,9912249
2001,12198,9303143
2001,105059,10190
2000,1034,9810131
2000,5153,9805170
2001,109021,9909140
2001,108216,12145
2001,110063,9410205
2001,107165,107116
2001,103239,9708134
2001,111174,9912212
2001,106033,105227
2001,103060,2021
2001,111218,104118
2001,107119,9907145
2001,104156,9803235
2001,103074,9908056
2000,11204,9601038
2001,108013,5016
2000,7145,9703194
2000,9909061,9504027
2000,1213,9908056
2001,102154,9603142
2001,111019,9607085
2001,103021,9403040
2000,7018,9911195
2001,110291,3160
2000,11033,9912243
2001,107163,106112
2000,2221,9905057
2001,105320,9902071
2001,110162,9903225
2000,7173,9811139
2000,5076,9503163
2001,8037,9904055
2001,108199,9505061
2000,4080,9905030
2001,101039,9901112
2000,5006,9906109
2000,3221,9510017
2001,111186,3049
2000,12114,9510179
2001,103263,9710019
2000,3076,9905012
2001,12239,9909085
2001,108172,11141
2000,5056,9911126
2000,11204,9805131
2001,108055,9904007
2001,104133,101109
2000,8028,9906127
2001,105053,9905100
2001,110059,10175
2001,103041,9804160
2000,4089,9402038
2001,105127,10060
2000,7109,9906168
2001,104190,11131
2000,5067,9901091
2000,7024,9906161
2000,6065,9203081
2001,109162,9909081
2000,10108,9902102
2000,10240,10218
2000,10020,9204099
2000,2118,9803041
2001,102007,10275
2000,8033,2237
2000,5144,9811239
2000,11034,8030
2001,107079,9809187
2000,4188,2176
2000,12080,9904207
2000,8143,9802180
2000,11048,9702180
2000,7018,9909101
2000,4040,9803002
2000,3122,9806155
2001,111038,9230
2000,7023,9912072
2000,1017,9808129
2001,111218,9910093
2000,4110,9610020
2000,5048,3215
2000,5145,9709107
2000,3019,9908105
2001,108204,9905111
2001,103187,7062
2001,110302,110232
2001,109077,1202
2000,9025,9812031
2000,9910220,9908180
2000,9912133,9411048
2000,12179,10217
2000,7012,9711078
2000,6041,9904191
2001,109039,106117
2001,108178,2061
2000,9909129,9409111
2000,7215,4011
2000,3176,9910138
2001,104064,9607125
2000,7239,9905210
2000,4014,9510017
2000,1042,9407056
2001,103222,9903026
2000,9026,9910188
2001,110250,9910093
2001,102172,9902155
2001,109162,11131
2000,3219,9703166
2000,5066,9909015
2001,109139,6208
2000,10217,9906242
2001,101101,9412195
2001,103182,9906064
2001,104059,9709062
2001,108040,9612019
2000,7043,5204
2001,112063,9711200
2001,108007,9812219
2000,6014,9711165
2001,5286,9905136
2000,10232,9802109
2001,104026,9912067
2001,112071,10076
2001,102002,9910171
2001,111260,9707090
2001,106005,9511164
2000,2132,1003
2001,104150,101027
2000,6085,9703030
2000,9912191,9905081
2000,8100,9801061
2000,5014,9905196
2001,111187,9412184
2000,10190,8101
2001,112045,110265
2001,112239,104140
2000,10256,9909081
2000,8169,9810152
2001,105302,9610156
2001,105200,104158
2001,110216,12011
2000,4002,3232
2000,6232,9711200
2000,8127,3220
2001,11217,9806104
2001,111199,3101
2000,8194,7158
2000,3268,9509037
2000,2070,9902097
2001,112227,108194
2000,1080,9606062
2001,101155,9901011
2000,9213,9603167
2001,104028,9902117
2001,111052,5213
2001,106186,105159
2001,110265,110007
2001,108016,9912161
2000,8200,9310060
2001,107035,106234
2000,5029,9805019
2001,104178,9409117
2001,110109,9402002
2001,112242,9703139
2001,101208,9711130
2001,107036,9902116
2001,108080,107177
2001,112065,9505054
2001,106080,9905179
2001,107236,9505059
2000,5047,9707170
2001,110159,107177
2000,2008,9904104
2000,5044,9912052
2001,103031,9705163
2001,12153,9711200
2001,12199,9906142
2001,104042,9303143
2000,9912093,9611150
2001,102010,9806107
2000,8074,9808172
2000,11007,9803247
2001,107138,9912204
2000,4186,9807033
2000,5114,9810188
2000,101005,9305047
2001,103005,9906119
2001,107081,9604178
2001,102125,9808048
2000,5148,9906013
2000,6011,9805168
2000,11252,9810072
2001,108234,9301042
2001,104085,9904019
2001,106158,9310073
2000,2116,9304135
2001,102016,3007
2000,1149,9610148
2001,109209,9911245
2001,106065,9509035
2001,104113,9910030
2001,101144,9510209
2001,110074,9809121
2000,9908149,9711159
2000,9912030,9510017
2000,3096,9903196
2001,106148,4063
2001,109049,107101
2000,3086,9911066
2001,108190,5209
2000,3190,9205040
2000,5067,9602070
2000,7083,9709099
2000,3184,9903162
2000,10001,9807198
2000,11048,9809111
2001,109182,104230
2000,7192,9901112
2001,110156,107188
2000,2111,9802109
2001,112151,9911243
2001,101069,9182
2000,5026,9810116
2000,11289,11073
2001,108161,11018
2001,108095,104054
2001,108233,9910052
2000,5277,9202057
2000,2028,9804083
2001,107199,107172
2000,7184,7124
2001,107234,9809027
2001,107134,102042
2001,107197,8252
2001,110020,9609203
2000,12164,9909089
2000,4108,9804192
2000,4015,9503099
2001,106100,9122
2001,109105,105037
2000,3151,9711200
2001,108156,1113
2000,7083,9706207
2001,105236,9906228
2000,3211,9512077
2000,4157,9504066
2000,6065,9203078
2001,111095,9607005
2001,105320,11144
2001,101036,9709019
2001,112045,108172
2001,101097,12039
2001,107081,9812193
2000,9016,9803231
2001,105265,9807235
2000,9912188,9611050
2000,8019,1027
2001,105115,10218
2000,11031,9903028
2001,109177,105096
2001,101087,9908141
2000,5135,9908163
2001,111012,101116
2001,104159,102113
2000,9164,9703178
2001,105094,9711162
2001,102200,8013
2000,9016,3197
2000,12179,9606040
2001,105046,9309105
2000,2166,9603195
2000,8126,9912278
2001,110170,9906055
2001,105156,11238
2000,11073,208020
2001,110204,106036
2001,102042,9711200
2000,7172,9912024
2000,11095,9805132
2000,2205,9505105
2000,7024,1144
2000,4206,9912156
2001,105069,9810095
2000,8141,9810126
2001,12178,9601097
2001,107172,9908056
2000,9139,9911096
2001,110055,9908105
2001,107251,106213
2000,11170,10060
2000,11081,9804069
2001,12188,9404101
2001,109200,9906215
2001,111126,111068
2001,112082,9505051
2001,102053,9206078
2000,2116,9908171
2001,106061,8225
2000,11185,9612126
2000,11175,9903216
2000,11079,9802109
2001,111062,9909183
2001,105125,9507048
2000,6198,9611123
2001,108161,12218
2001,107212,9611074
2000,5077,9912207
2001,110274,9705036
2001,10092,9409188
2000,7158,3031
2000,6024,9510017
2000,7158,3220
2001,110274,9603107
2000,9912133,9903002
2001,112063,9802150
2001,111052,9902074
2001,101201,9703010
2000,9217,9910015
2000,11086,4063
2000,1111,9803044
2001,104176,9612080
2001,104222,9601147
2000,9912208,9807124
2000,9106,4102
2000,7140,6071
2000,7213,9908088
2001,109076,9512145
2001,105258,9507012
2000,4037,9412184
2001,103249,9119
2000,3185,9204030
2000,5170,9810032
2000,5111,9702187
2000,12225,9909081
2001,109092,7109
2000,6137,9609010
2001,110203,9908142
2000,4111,9909134
2001,111097,105142
2000,9189,7153
2001,110140,9312059
2001,101075,9511067
2001,106074,9912072
2000,6094,9605042
2000,7140,9908141
2001,106107,12251
2001,12145,9612157
2001,10014,9212099
2000,8151,3054
2001,102064,9711200
2001,101074,9806140
2001,110006,9602115
2001,104069,8001
2001,108047,105141
2001,102155,9510017
2000,10023,9811183
2001,9908031,9804021
2000,9189,3122
2000,11101,9912147
2000,1066,9602167
2000,9912165,9908142
2000,4090,2140
2001,102211,9507121
2000,11283,9802069
2000,9910212,9501075
2000,9133,9706108
2001,112116,9404162
2001,109004,103156
2000,7170,9307050
2001,107115,102181
2001,103142,9702037
2001,103209,9910091
2001,109020,9801195
2000,4101,9806022
2001,110050,106014
2000,8048,1178
2000,6065,9811103
2001,110077,106079
2000,11050,9204083
2000,9912257,9812089
2001,102145,9608019
2001,103239,9510209
2000,2169,9309140
2000,6024,9602065
2001,111121,9702187
2001,105214,102113
2000,8039,9910102
2001,105160,102138
2000,6087,5253
2001,110020,9904126
2000,4114,1013
2001,105244,9807213
2000,11197,9709193
2001,104164,104099
2000,6111,9801133
2000,2235,9810225
2000,10222,9911161
2000,7055,5048
2001,108008,104180
2000,1133,9511030
2000,3215,9908142
2000,5278,5277
2001,111128,9802150
2000,11285,9712115
2000,8042,7043
2001,9233,9907166
2000,5257,9611078
2001,107010,104260
2001,102063,9701125
2001,101102,10187
2001,11097,9905111
2001,106046,9804115
2000,2098,9711200
2001,106022,104170
2001,112205,9910219
2001,102080,9610043
2000,4147,9704037
2000,5036,9912120
2000,8241,9912279
2000,12217,10006
2000,1041,9806016
2000,2220,106067
2000,12141,9705038
2000,9147,9603003
2001,111012,110171
2001,109020,9711162
2001,3255,9712134
2000,9111,9908025
2001,112040,105225
2001,110232,8142
2000,11057,9025
2000,10179,9208055
2000,8194,3187
2001,110018,9912135
2001,109098,9207094
2000,9061,9910159
2001,101219,9710009
2001,101106,9909153
2001,108090,9603152
2000,1175,9801169
2001,111284,9212045
2001,3275,9908142
2000,101001,9246
2001,106249,9412147
2000,7056,9611119
2000,2247,9611203
2001,110141,9167
2000,7170,5090
2000,12010,9907152
2001,12028,9910132
2001,105288,5026
2000,11191,1204
2001,9158,5015
2001,110232,11256
2000,6112,6023
2001,101186,9204012
2000,11197,9711156
2001,105218,9906030
2001,103088,8145
2001,101110,9505172
2001,107089,6217
2000,3103,9911238
2000,5189,9405143
2000,6086,9505062
2001,104206,8106
2000,11033,11009
2001,105048,103071
2001,111154,111051
2000,8200,9810105
2001,109162,5205
2001,107114,11197
2000,8133,6251
2001,109058,9103
2001,105059,10021
2000,7099,9906142
2001,110147,9908142
2001,107018,106145
2000,9909091,9512077
2000,10253,9605001
2001,106276,9906022
2000,12267,9712103
2000,11146,6102
2001,102116,9307155
2000,12214,9805097
2000,9103,9810188
2000,7200,9905111
2000,11136,9505136
2000,10043,9412078
2001,105012,9802068
2001,108101,9810201
2000,3198,9505105
2000,8176,9705102
2001,101082,5052
2000,5147,9903165
2000,12079,9611190
2000,11051,9811035
2001,110070,9911055
2001,104143,9810188
2001,108150,9912249
2001,112217,9207074
2001,106279,106214
2000,5162,4165
2001,111108,9405029
2001,107038,9706210
2000,9912150,9610234
2000,8108,5031
2001,9128,9908044
2001,107255,9412167
2001,104031,10292
2001,103262,9711162
2000,3025,9705031
2001,110175,9805114
2000,6115,9909053
2000,10010,9901159
2000,9043,5101
2000,5074,9908107
2000,7209,9807051
2000,10177,9192
2001,106234,8052
2000,7174,9601078
2000,12137,9912030
2000,12065,9912072
2000,8084,9812073
2000,2088,9809204
2000,9909061,9708008
2000,12042,9507022
2000,8194,9903205
2001,101211,9910138
2000,4131,9904207
2001,10154,5040
2001,101039,5123
2001,106052,11208
2000,5114,9805019
2000,2075,9912072
2000,7212,9908088
2000,3168,9707223
2000,9226,9808038
2000,8092,9711162
2000,11131,9909176
2001,107179,104021
2000,7166,9904095
2001,11029,8013
2001,101099,9902184
2001,112098,9504090
2000,8074,9904017
2001,107151,9702179
2001,105254,105005
2000,3199,9606181
2001,107102,5021
2001,106004,9712251
2001,107263,9308149
2000,4125,9908186
2001,110077,12072
2001,108205,9711002
2001,107199,3215
2001,103045,9908047
2000,11188,9504139
2000,9075,9802180
2001,10154,9509080
2000,2194,9909139
2000,9903108,9703041
2000,5094,9802109
2001,110277,9912152
2001,106162,11089
2000,11121,9810206
2000,11288,9047
2001,110192,9802109
2001,106269,7096
2001,105176,9607227
2000,12236,9811232
2001,107036,8250
2001,105214,102138
2001,107251,7043
2001,104112,9809095
2001,105136,9409021
2000,7146,9906022
2001,103262,7023
2001,11172,9610043
2000,3147,9409089
2001,103013,9302023
2000,12072,9507143
2001,101163,9407130
2001,106246,9706145
2001,102009,9610148
2000,2247,9603174
2001,103109,9904202
2000,3220,9911116
2000,1032,9909176
2001,108172,8140
2001,110066,8002
2001,105093,102184
2001,112189,10060
2001,107196,9312114
2001,103068,4103
2001,109077,9605001
2001,110232,9510055
2000,1126,9902071
2000,7047,9506115
2001,101226,101082
2001,108009,9905111
2000,9912156,9807080
2001,111079,103192
2001,104260,101071
2001,110232,105225
2001,12143,2091
